nm,catégorie,nf,epicene,proper_noun,m_suffix,f_suffix
Haucourtois,Nm,Haucourtoise,0,1,True,True
Haudainvillois,Nm,Haudainvilloise,0,1,True,True
Haudivillois,Nm,Haudivilloise,0,1,True,True
Haulchinois,Nm,Haulchinoise,0,1,True,True
Hauriètois,Nm,Hauriètoise,0,1,True,True
Haussezien,Nm,Haussezienne,0,1,True,True
haussier,Nm,haussière,0,0,True,True
Haussignémontais,Nm,Haussignémontaise,0,1,True,True
Haussois,Nm,Haussoise,0,1,True,True
Haut-Bourbachois,Nm,Haut-Bourbachoise,0,1,True,True
Haut-Corlaysien,Nm,Haut-Corlaysienne,0,1,True,True
Haut-Faytois,Nm,Haut-Faytoise,0,1,True,True
Haut-Ittrois,Nm,Haut-Ittroise,0,1,True,True
Haut-le-Wastiais,Nm,Haut-le-Wastiaise,0,1,True,True
Haut-Riverain,Nm,Haut-Riveraine,0,1,True,True
Hautacortain,Nm,Hautacortaine,0,1,True,True
Hautagettois,Nm,Hautagettoise,0,1,True,True
Hautais,Nm,Hautaise,0,1,True,True
haute-licier,Nm,haute-licière,0,0,True,True
haute-lissier,Nm,haute-lissière,0,0,True,True
Hautefageois,Nm,Hautefageoise,0,1,True,True
hautelissier,Nm,hautelissière,0,0,True,True
Hautelucien,Nm,Hautelucienne,0,1,True,True
Hauterivois,Nm,Hauterivoise,0,1,True,True
Hautevillais,Nm,Hautevillaise,0,1,True,True
Hautevillois,Nm,Hautevilloise,0,1,True,True
Hautlieusard,Nm,Hautlieusarde,0,1,True,True
Hautmontois,Nm,Hautmontoise,0,1,True,True
Hautotais,Nm,Hautotaise,0,1,True,True
Hauttevillois,Nm,Hauttevilloise,0,1,True,True
Hautvillois,Nm,Hautvilloise,0,1,True,True
Hauvillais,Nm,Hauvillaise,0,1,True,True
Hauvinois,Nm,Hauvinoise,0,1,True,True
Hauxois,Nm,Hauxoise,0,1,True,True
havanais,Nm,havanaise,0,0,True,True
Havangeois,Nm,Havangeoise,0,1,True,True
Havelangeois,Nm,Havelangeoise,0,1,True,True
Haveluynois,Nm,Haveluynoise,0,1,True,True
Haverskerquois,Nm,Haverskerquoise,0,1,True,True
haveur,Nm,haveuse,0,0,True,True
Havinnois,Nm,Havinnoise,0,1,True,True
Havrais,Nm,Havraise,0,1,True,True
Havrésien,Nm,Havrésienne,0,1,True,True
Havrincourtois,Nm,Havrincourtoise,0,1,True,True
Hayard,Nm,Hayarde,0,1,True,True
Haybois,Nm,Hayboise,0,1,True,True
Haye-le-Comtois,Nm,Haye-le-Comtoise,0,1,True,True
Hayien,Nm,Hayienne,0,1,True,True
Hayland,Nm,Haylande,0,1,True,True
Haynecourtois,Nm,Haynecourtoise,0,1,True,True
Hayonnais,Nm,Hayonnaise,0,1,True,True
Haytillon,Nm,Haytillonne,0,1,True,True
Hazebrouckois,Nm,Hazebrouckoise,0,1,True,True
Héandais,Nm,Héandaise,0,1,True,True
Heaulmois,Nm,Heaulmoise,0,1,True,True
heaumier,Nm,heaumière,0,0,True,True
Héauvillais,Nm,Héauvillaise,0,1,True,True
hebdomadier,Nm,hebdomadière,0,0,True,True
Hébécourtois,Nm,Hébécourtoise,0,1,True,True
Hebecrevonnais,Nm,Hebecrevonnaise,0,1,True,True
hébergeur,Nm,hébergeuse,0,0,True,True
hébertiste,Nm,hébertiste,1,0,True,True
Hébertois,Nm,Hébertoise,0,1,True,True
Hébertvillois,Nm,Hébertvilloise,0,1,True,True
Hébervillais,Nm,Hébervillaise,0,1,True,True
hébraïsant,Nm,hébraïsante,0,0,True,True
Hébuternois,Nm,Hébuternoise,0,1,True,True
Heckois,Nm,Heckoise,0,1,True,True
Hecmanvillais,Nm,Hecmanvillaise,0,1,True,True
Hecquois,Nm,Hecquoise,0,1,True,True
Hectomarien,Nm,Hectomarienne,0,1,True,True
Hectotais,Nm,Hectotaise,0,1,True,True
Hédauvillois,Nm,Hédauvilloise,0,1,True,True
hédoniste,Nm,hédoniste,1,0,True,True
Hédouvillois,Nm,Hédouvilloise,0,1,True,True
Hégenheimois,Nm,Hégenheimoise,0,1,True,True
Hegenois,Nm,Hegenoise,0,1,True,True
Heidwillerois,Nm,Heidwilleroise,0,1,True,True
Heiligenbergeois,Nm,Heiligenbergeoise,0,1,True,True
Heiligensteinois,Nm,Heiligensteinoise,0,1,True,True
Heillecourtois,Nm,Heillecourtoise,0,1,True,True
Heimersdorfois,Nm,Heimersdorfoise,0,1,True,True
Heimsbrunnois,Nm,Heimsbrunnoise,0,1,True,True
Heinschois,Nm,Heinschoise,0,1,True,True
Heistois,Nm,Heistoise,0,1,True,True
Hélécinois,Nm,Hélécinoise,0,1,True,True
Hélennais,Nm,Hélennaise,0,1,True,True
Hélénois,Nm,Hélénoise,0,1,True,True
Hélesmois,Nm,Hélesmoise,0,1,True,True
Helfallois,Nm,Helfalloise,0,1,True,True
Helfrantzkirchois,Nm,Helfrantzkirchoise,0,1,True,True
héliciculteur,Nm,hélicicultrice,0,0,True,True
Helléanais,Nm,Helléanaise,0,1,True,True
hellénisant,Nm,hellénisante,0,0,True,True
helléniste,Nm,helléniste,1,0,True,True
Hellevillais,Nm,Hellevillaise,0,1,True,True
helminthologiste,Nm,helminthologiste,1,0,True,True
Helvetingois,Nm,Helvetingoise,0,1,True,True
helvétisant,Nm,helvétisante,0,0,True,True
hématologiste,Nm,hématologiste,1,0,True,True
Hembeekois,Nm,Hembeekoise,0,1,True,True
Hémilengletois,Nm,Hémilengletoise,0,1,True,True
Hemmois,Nm,Hemmoise,0,1,True,True
Hémois,Nm,Hémoise,0,1,True,True
Hémonstorien,Nm,Hémonstorienne,0,1,True,True
hémorrhoïdaire,Nm,hémorrhoïdaire,1,0,True,True
Hénanbihannais,Nm,Hénanbihannaise,0,1,True,True
Hénansalais,Nm,Hénansalaise,0,1,True,True
Hendayais,Nm,Hendayaise,0,1,True,True
Hengoatais,Nm,Hengoataise,0,1,True,True
Hengwillerois,Nm,Hengwilleroise,0,1,True,True
Héninois,Nm,Héninoise,0,1,True,True
Hennebontais,Nm,Hennebontaise,0,1,True,True
Hennécurtien,Nm,Hennécurtienne,0,1,True,True
Hennuyérois,Nm,Hennuyéroise,0,1,True,True
Hénonnais,Nm,Hénonnaise,0,1,True,True
Hénonvillois,Nm,Hénonvilloise,0,1,True,True
Hénouvillais,Nm,Hénouvillaise,0,1,True,True
Henrichemontais,Nm,Henrichemontaise,0,1,True,True
Henripontois,Nm,Henripontoise,0,1,True,True
henriquinquiste,Nm,henriquinquiste,1,0,True,True
Henrivillois,Nm,Henrivilloise,0,1,True,True
Hensitois,Nm,Hensitoise,0,1,True,True
Henvicois,Nm,Henvicoise,0,1,True,True
Heppinois,Nm,Heppinoise,0,1,True,True
Hérangeois,Nm,Hérangeoise,0,1,True,True
herbaliste,Nm,herbaliste,1,0,True,True
Herbaltois,Nm,Herbaltoise,0,1,True,True
herbassier,Nm,herbassière,0,0,True,True
Herbécourtois,Nm,Herbécourtoise,0,1,True,True
Herbellois,Nm,Herbelloise,0,1,True,True
Herbergementais,Nm,Herbergementaise,0,1,True,True
Herbeumontois,Nm,Herbeumontoise,0,1,True,True
Herbeuvalois,Nm,Herbeuvaloise,0,1,True,True
Herbeuvillois,Nm,Herbeuvilloise,0,1,True,True
Herbevillois,Nm,Herbevilloise,0,1,True,True
Herbichois,Nm,Herbichoise,0,1,True,True
Herbigeois,Nm,Herbigeoise,0,1,True,True
Herbignacais,Nm,Herbignacaise,0,1,True,True
Herbinghinois,Nm,Herbinghinoise,0,1,True,True
Herbitzheimois,Nm,Herbitzheimoise,0,1,True,True
Herblaisien,Nm,Herblaisienne,0,1,True,True
Herblaysien,Nm,Herblaysienne,0,1,True,True
herborisateur,Nm,herborisatrice;herborisateur,0,0,True,False
herboriste,Nm,herboriste,1,0,True,True
Herbretais,Nm,Herbretaise,0,1,True,True
Herbsheimois,Nm,Herbsheimoise,0,1,True,True
Hercendais,Nm,Hercendaise,0,1,True,True
hercheur,Nm,hercheuse;hercheur,0,0,True,False
Hérédien,Nm,Hérédienne,0,1,True,True
Hérenguervillais,Nm,Hérenguervillaise,0,1,True,True
Hérépiannais,Nm,Hérépiannaise,0,1,True,True
Herequois,Nm,Herequoise,0,1,True,True
Hergnisien,Nm,Hergnisienne,0,1,True,True
Héricois,Nm,Héricoise,0,1,True,True
Héricourtais,Nm,Héricourtaise,0,1,True,True
Héricourtois,Nm,Héricourtoise,0,1,True,True
Herigeois,Nm,Herigeoise,0,1,True,True
Hériménillois,Nm,Hériménilloise,0,1,True,True
Hérimoncourtois,Nm,Hérimoncourtoise,0,1,True,True
Hérinnois,Nm,Hérinnoise,0,1,True,True
Hérinois,Nm,Hérinoise,0,1,True,True
Héripontin,Nm,Héripontine,0,1,True,True
Hérissartois,Nm,Hérissartoise,0,1,True,True
hérisson,Nm,hérissonne,0,0,True,True
Hérissonnais,Nm,Hérissonnaise,0,1,True,True
héritier,Nm,héritière,0,0,True,True
Herlilois,Nm,Herliloise,0,1,True,True
Hermais,Nm,Hermaise,0,1,True,True
Hermallien,Nm,Hermallienne,0,1,True,True
Hermalzien,Nm,Hermalzienne,0,1,True,True
Hermanifontain,Nm,Hermanifontaine,0,1,True,True
Hermanvillais,Nm,Hermanvillaise,0,1,True,True
Hermavillois,Nm,Hermavilloise,0,1,True,True
Hermenaultais,Nm,Hermenaultaise,0,1,True,True
herméneuticien,Nm,herméneuticienne,0,0,True,True
Hermentois,Nm,Hermentoise,0,1,True,True
hermétiste,Nm,hermétiste,1,0,True,True
Hermevillais,Nm,Hermevillaise,0,1,True,True
Hermillonin,Nm,Hermilloninche,0,1,True,False
Herminois,Nm,Herminoise,0,1,True,True
Hermitageois,Nm,Hermitageoise,0,1,True,True
Hermitois,Nm,Hermitoise,0,1,True,True
Hermivalais,Nm,Hermivalaise,0,1,True,True
Hermois,Nm,Hermoise,0,1,True,True
Hermolitien,Nm,Hermolitienne,0,1,True,True
Hernicourtois,Nm,Hernicourtoise,0,1,True,True
hernieux,Nm,hernieuse,0,0,False,True
hérodien,Nm,hérodienne,0,0,True,True
Héroldien,Nm,Héroldienne,0,1,True,True
Héronchellois,Nm,Héronchelloise,0,1,True,True
Hérouvillais,Nm,Hérouvillaise,0,1,True,True
Hérouvillettois,Nm,Hérouvillettoise,0,1,True,True
Hérouvillois,Nm,Hérouvilloise,0,1,True,True
herpétologiste,Nm,herpétologiste,1,0,True,True
Herquegien,Nm,Herquegienne,0,1,True,True
Herranais,Nm,Herranaise,0,1,True,True
Herrécois,Nm,Herrécoise,0,1,True,True
Herrèrois,Nm,Herrèroise,0,1,True,True
Herrinnois,Nm,Herrinnoise,0,1,True,True
Herrisson,Nm,Herrissonne,0,1,True,True
Herrlisheimois,Nm,Herrlisheimoise,0,1,True,True
herscheur,Nm,herscheuse,0,0,True,True
Herseautois,Nm,Herseautoise,0,1,True,True
Herserangeois,Nm,Herserangeoise,0,1,True,True
herseur,Nm,herseuse,0,0,True,True
Hersinois,Nm,Hersinoise,0,1,True,True
Herstalien,Nm,Herstalienne,0,1,True,True
Hertinois,Nm,Hertinoise,0,1,True,True
Hervelinghinois,Nm,Hervelinghinoise,0,1,True,True
Hervien,Nm,Hervienne,0,1,True,True
hervien,Nm,hervienne,0,0,True,True
Héryssois,Nm,Héryssoise,0,1,True,True
Herzeelois,Nm,Herzeeloise,0,1,True,True
hesbignon,Nm,hesbignonne,0,0,True,True
Hesdigneulois,Nm,Hesdigneuloise,0,1,True,True
Hesdinois,Nm,Hesdinoise,0,1,True,True
Hésinguois,Nm,Hésinguoise,0,1,True,True
Hesmondois,Nm,Hesmondoise,0,1,True,True
Hessenheimois,Nm,Hessenheimoise,0,1,True,True
Hessois,Nm,Hessoise,0,1,True,True
Hestrois,Nm,Hestroise,0,1,True,True
Hestrudien,Nm,Hestrudienne,0,1,True,True
Hestrusien,Nm,Hestrusienne,0,1,True,True
hétérosexiste,Nm,hétérosexiste,1,0,True,True
Hettangeois,Nm,Hettangeoise,0,1,True,True
Heubécourtois,Nm,Heubécourtoise,0,1,True,True
Heuchinois,Nm,Heuchinoise,0,1,True,True
Heucourtois,Nm,Heucourtoise,0,1,True,True
Heudebouvillais,Nm,Heudebouvillaise,0,1,True,True
Heudicourtois,Nm,Heudicourtoise,0,1,True,True
Heugais,Nm,Heugaise,0,1,True,True
Heuglevillais,Nm,Heuglevillaise,0,1,True,True
Heugnois,Nm,Heugnoise,0,1,True,True
Heugonais,Nm,Heugonaise,0,1,True,True
Heuguevillais,Nm,Heuguevillaise,0,1,True,True
Heulandais,Nm,Heulandaise,0,1,True,True
Heulinois,Nm,Heulinoise,0,1,True,True
Heuniérois,Nm,Heuniéroise,0,1,True,True
Heuquevillais,Nm,Heuquevillaise,0,1,True,True
heur,Nm,heure,0,0,True,False
heureux,Nm,heureuse,0,0,False,True
Heuringhemois,Nm,Heuringhemoise,0,1,True,True
Heurteauvillais,Nm,Heurteauvillaise,0,1,True,True
Heuzecourtois,Nm,Heuzecourtoise,0,1,True,True
Hévillersois,Nm,Hévillersoise,0,1,True,True
hexakosioihexekontahexaphobe,Nm,hexakosioihexekontahexaphobe,1,0,True,True
Heydois,Nm,Heydoise,0,1,True,True
Heyriard,Nm,Heyriarde,0,1,True,True
Hézecquois,Nm,Hézecquoise,0,1,True,True
Hézotin,Nm,Hézotine,0,1,True,True
Hiémois,Nm,Hiémoise,0,1,True,True
hiercheur,Nm,hiercheur,1,0,True,False
Hierchois,Nm,Hierchoise,0,1,True,True
Hiergeois,Nm,Hiergeoise,0,1,True,True
Hiermontois,Nm,Hiermontoise,0,1,True,True
Hiérois,Nm,Hiéroise,0,1,True,True
Hiersacais,Nm,Hiersacaise,0,1,True,True
Hiessois,Nm,Hiessoise,0,1,True,True
highland,Nm,highland,1,0,True,False
Hilairien,Nm,Hilairienne,0,1,True,True
Hilairois,Nm,Hilairoise,0,1,True,True
Hilarismontais,Nm,Hilarismontaise,0,1,True,True
Hilbesheimois,Nm,Hilbesheimoise,0,1,True,True
Hilérien,Nm,Hilérienne,0,1,True,True
Hillionnais,Nm,Hillionnaise,0,1,True,True
Hilsenheimois,Nm,Hilsenheimoise,0,1,True,True
himalayiste,Nm,himalayiste,1,0,True,True
Hindisheimois,Nm,Hindisheimoise,0,1,True,True
hindouiste,Nm,hindouiste,1,0,True,True
hindoustaniste,Nm,hindoustaniste,1,0,True,True
Hingeois,Nm,Hingeoise,0,1,True,True
Hingeonais,Nm,Hingeonaise,0,1,True,True
Hinglézien,Nm,Hinglézienne,0,1,True,True
Hinsbourgeois,Nm,Hinsbourgeoise,0,1,True,True
Hinsingeois,Nm,Hinsingeoise,0,1,True,True
Hinxois,Nm,Hinxoise,0,1,True,True
Hippolytain,Nm,Hippolytaine,0,1,True,True
Hipsheimois,Nm,Hipsheimoise,0,1,True,True
Hirélois,Nm,Hiréloise,0,1,True,True
Hirschlandais,Nm,Hirschlandaise,0,1,True,True
Hirsinguois,Nm,Hirsinguoise,0,1,True,True
Hirsonnais,Nm,Hirsonnaise,0,1,True,True
Hirtzbachois,Nm,Hirtzbachoise,0,1,True,True
Hirtzfeldois,Nm,Hirtzfeldoise,0,1,True,True
hirudiniculteur,Nm,hirudinicultrice;hirudiniculteuse,0,0,True,True
Hisois,Nm,Hisoise,0,1,True,True
hispanisant,Nm,hispanisante,0,0,True,True
hispaniste,Nm,hispaniste,1,0,True,True
hispano-américain,Nm,hispano-américaine,0,0,True,True
hispanophobe,Nm,hispanophobe,1,0,True,True
histochimiste,Nm,histochimiste,1,0,True,True
histologiste,Nm,histologiste,1,0,True,True
historien,Nm,historienne,0,0,True,True
histrion,Nm,histrionne,0,0,True,True
hitiste,Nm,hitiste,1,0,True,True
hitlérien,Nm,hitlérienne,0,0,True,True
hivernant,Nm,hivernante,0,0,True,True
hiverneur,Nm,hiverneuse,0,0,True,True
Hochfeldois,Nm,Hochfeldoise,0,1,True,True
Hochstattois,Nm,Hochstattoise,0,1,True,True
Hochstettois,Nm,Hochstettoise,0,1,True,True
hockeyeur,Nm,hockeyeuse,0,0,True,True
Hodencquois,Nm,Hodencquoise,0,1,True,True
Hodengeois,Nm,Hodengeoise,0,1,True,True
Hodentois,Nm,Hodentoise,0,1,True,True
Hodistérois,Nm,Hodistéroise,0,1,True,True
Hoëdicais,Nm,Hoëdicaise,0,1,True,True
Hoeilaartois,Nm,Hoeilaartoise,0,1,True,True
Hœnheimois,Nm,Hœnheimoise,0,1,True,True
Hœrdtois,Nm,Hœrdtoise,0,1,True,True
Hoffenois,Nm,Hoffenoise,0,1,True,True
Hognais,Nm,Hognaise,0,1,True,True
Hognoulois,Nm,Hognouloise,0,1,True,True
Hoguais,Nm,Hoguaise,0,1,True,True
Hogueton,Nm,Hoguetonne,0,1,True,True
Hohatzenheimois,Nm,Hohatzenheimoise,0,1,True,True
Hohengœftois,Nm,Hohengœftoise,0,1,True,True
Hohfrankenheimois,Nm,Hohfrankenheimoise,0,1,True,True
Hohwaldois,Nm,Hohwaldoise,0,1,True,True
holiste,Nm,holiste,1,0,True,True
Hollandais,Nm,Hollandaise,0,1,True,True
hollandais,Nm,hollandaise,0,0,True,True
hollande,Nm,hollande,1,0,False,True
hollandiste,Nm,hollandiste,1,0,True,True
Hollangeois,Nm,Hollangeoise,0,1,True,True
Hollinois,Nm,Hollinoise,0,1,True,True
Holnonais,Nm,Holnonaise,0,1,True,True
Holquois,Nm,Holquoise,0,1,True,True
Holtzheimois,Nm,Holtzheimoise,0,1,True,True
Holtzwihrien,Nm,Holtzwihrienne,0,1,True,True
Hombliérois,Nm,Hombliéroise,0,1,True,True
Hombourgeois,Nm,Hombourgeoise,0,1,True,True
Homécourtois,Nm,Homécourtoise,0,1,True,True
hoministe,Nm,hoministe,1,0,True,True
homophobe,Nm,homophobe,1,0,True,True
homosexualiste,Nm,homosexualiste,1,0,True,True
homousien,Nm,homousienne,0,0,True,True
Hompais,Nm,Hompaise,0,1,True,True
Hompsois,Nm,Hompsoise,0,1,True,True
Hon-Hergeois,Nm,Hon-Hergeoise,0,1,True,True
Hondainvillois,Nm,Hondainvilloise,0,1,True,True
Hondeghemois,Nm,Hondeghemoise,0,1,True,True
Hondelangeois,Nm,Hondelangeoise,0,1,True,True
Hondouvillais,Nm,Hondouvillaise,0,1,True,True
Hondschootois,Nm,Hondschootoise,0,1,True,True
Hondurien,Nm,Hondurienne,0,1,True,True
hondurien,Nm,hondurienne,0,0,True,True
Honfleurais,Nm,Honfleuraise,0,1,True,True
Hongrémanien,Nm,Hongrémanienne,0,1,True,True
hongrois,Nm,hongroise,0,0,True,True
Honguemarais,Nm,Honguemaraise,0,1,True,True
Honnasien,Nm,Honnasienne,0,1,True,True
Honnecourtois,Nm,Honnecourtoise,0,1,True,True
Honnellois,Nm,Honnelloise,0,1,True,True
Honoracien,Nm,Honoracienne,0,1,True,True
Honorois,Nm,Honoroise,0,1,True,True
Honosais,Nm,Honosaise,0,1,True,True
Hontanois,Nm,Hontanoise,0,1,True,True
Hoogstratenois,Nm,Hoogstratenoise,0,1,True,True
hoplophobe,Nm,hoplophobe,1,0,True,True
Horbourgeois,Nm,Horbourgeoise,0,1,True,True
Hordinois,Nm,Hordinoise,0,1,True,True
Horguais,Nm,Horguaise,0,1,True,True
Hornaingeois,Nm,Hornaingeoise,0,1,True,True
Hornutois,Nm,Hornutoise,0,1,True,True
Horrutois,Nm,Horrutoise,0,1,True,True
horsain,Nm,horsaine,0,0,True,True
Horsais,Nm,Horsaise,0,1,True,True
Horsarrois,Nm,Horsarroise,0,1,True,True
horsin,Nm,horsène,0,0,True,False
horticulteur,Nm,horticultrice,0,0,True,True
Hortois,Nm,Hortoise,0,1,True,True
Hospitaletain,Nm,Hospitaletaine,0,1,True,True
Hospitalétien,Nm,Hospitalétienne,0,1,True,True
Hospitalien,Nm,Hospitalienne,0,1,True,True
Hospitalier,Nm,Hospitalière,0,1,True,True
hospitalier,Nm,hospitalière,0,0,True,True
Hossegorien,Nm,Hossegorienne,0,1,True,True
Hostasien,Nm,Hostasienne,0,1,True,True
Hostello-Flavien,Nm,Hostello-Flavienne,0,1,True,True
Hostensois,Nm,Hostensoise,0,1,True,True
Hostois,Nm,Hostoise,0,1,True,True
Hostunois,Nm,Hostunoise,0,1,True,True
hôte,Nm,hôtesse,0,0,False,True
hôtelier,Nm,hôtelière,0,0,True,True
hotlineur,Nm,hotlineuse,0,0,True,True
Hototais,Nm,Hototaise,0,1,True,True
hotteur,Nm,hotteuse,0,0,True,True
Hottomontois,Nm,Hottomontoise,0,1,True,True
Hottonais,Nm,Hottonaise,0,1,True,True
Hottotais,Nm,Hottotaise,0,1,True,True
Hottvillerois,Nm,Hottvilleroise,0,1,True,True
Houatais,Nm,Houataise,0,1,True,True
houblonnier,Nm,houblonnière,0,0,True,True
Houchard,Nm,Houcharde,0,1,True,True
Houchinois,Nm,Houchinoise,0,1,True,True
Houdanais,Nm,Houdanaise,0,1,True,True
Houdelaincourtois,Nm,Houdelaincourtoise,0,1,True,True
Houdemontais,Nm,Houdemontaise,0,1,True,True
Houdinois,Nm,Houdinoise,0,1,True,True
Houdrevillois,Nm,Houdrevilloise,0,1,True,True
Houeillessais,Nm,Houeillessaise,0,1,True,True
Houettevillais,Nm,Houettevillaise,0,1,True,True
Houffalois,Nm,Houffaloise,0,1,True,True
houilleur,Nm,houilleuse,0,0,True,True
Houlbecquois,Nm,Houlbecquoise,0,1,True,True
Houldizien,Nm,Houldizienne,0,1,True,True
Houlettois,Nm,Houlettoise,0,1,True,True
Houlgatais,Nm,Houlgataise,0,1,True,True
Houllois,Nm,Houlloise,0,1,True,True
Houlmois,Nm,Houlmoise,0,1,True,True
Houplinois,Nm,Houplinoise,0,1,True,True
Houppevillais,Nm,Houppevillaise,0,1,True,True
Houquetotais,Nm,Houquetotaise,0,1,True,True
Hourgeois,Nm,Hourgeoise,0,1,True,True
Hourtinais,Nm,Hourtinaise,0,1,True,True
Houssenois,Nm,Houssenoise,0,1,True,True
Housserassien,Nm,Housserassienne,0,1,True,True
Houssois,Nm,Houssoise,0,1,True,True
Houtainois,Nm,Houtainoise,0,1,True,True
houthiste,Nm,houthiste,1,0,True,True
Houtinois,Nm,Houtinoise,0,1,True,True
houtiste,Nm,houtiste,1,0,True,True
Houtkerquois,Nm,Houtkerquoise,0,1,True,True
Houttevillais,Nm,Houttevillaise,0,1,True,True
Houvillais,Nm,Houvillaise,0,1,True,True
Houvillois,Nm,Houvilloise,0,1,True,True
Houyétois,Nm,Houyétoise,0,1,True,True
Hovois,Nm,Hovoise,0,1,True,True
Howardicien,Nm,Howardicienne,0,1,True,True
Hoymillois,Nm,Hoymilloise,0,1,True,True
Hubertfolien,Nm,Hubertfolienne,0,1,True,True
Hubervillais,Nm,Hubervillaise,0,1,True,True
Huccorgnois,Nm,Huccorgnoise,0,1,True,True
Huchennevillois,Nm,Huchennevilloise,0,1,True,True
Hucliérois,Nm,Hucliéroise,0,1,True,True
Hucquelois,Nm,Hucqueloise,0,1,True,True
Hudivillois,Nm,Hudivilloise,0,1,True,True
Huelgoatain,Nm,Huelgoataine,0,1,True,True
Huestois,Nm,Huestoise,0,1,True,True
Huêtrais,Nm,Huêtraise,0,1,True,True
huilier,Nm,huilière,0,0,True,True
Huilliécourtois,Nm,Huilliécourtoise,0,1,True,True
Huillytais,Nm,Huillytaise,0,1,True,True
Huironnais,Nm,Huironnaise,0,1,True,True
Huismois,Nm,Huismoise,0,1,True,True
Huisnais,Nm,Huisnaise,0,1,True,True
Huissellois,Nm,Huisselloise,0,1,True,True
Huisselois,Nm,Huisseloise,0,1,True,True
Huisserien,Nm,Huisserienne,0,1,True,True
huissier,Nm,huissière,0,0,True,True
huit-marsiste,Nm,huit-marsiste,1,0,True,True
huitrier,Nm,huitrière,0,0,True,True
huîtrier,Nm,huîtrière,0,0,True,True
Hulpois,Nm,Hulpoise,0,1,True,True
Hulsétien,Nm,Hulsétienne,0,1,True,True
Hulsognelais,Nm,Hulsognelaise,0,1,True,True
humain,Nm,humaine,0,0,True,True
humanitaire,Nm,humanitaire,1,0,True,True
humanitariste,Nm,humanitariste,1,0,True,True
Humbauvillois,Nm,Humbauvilloise,0,1,True,True
Humbécourtois,Nm,Humbécourtoise,0,1,True,True
Humbertois,Nm,Humbertoise,0,1,True,True
Humbervillois,Nm,Humbervilloise,0,1,True,True
Hûmois,Nm,Hûmoise,0,1,True,True
humoriste,Nm,humoriste,1,0,True,True
Hunawihrien,Nm,Hunawihrienne,0,1,True,True
Hundlingeois,Nm,Hundlingeoise,0,1,True,True
Huninguois,Nm,Huninguoise,0,1,True,True
Hunspachois,Nm,Hunspachoise,0,1,True,True
Hunyclésien,Nm,Hunyclésienne,0,1,True,True
Huosais,Nm,Huosaise,0,1,True,True
Huparlacois,Nm,Huparlacoise,0,1,True,True
Huppaytois,Nm,Huppaytoise,0,1,True,True
Huppinois,Nm,Huppinoise,0,1,True,True
Hurbachois,Nm,Hurbachoise,0,1,True,True
hurdler,Nm,hurdleuse,0,0,False,True
hurdleur,Nm,hurdleuse,0,0,True,True
Huriélois,Nm,Huriéloise,0,1,True,True
Hurien,Nm,Hurienne,0,1,True,True
hurleur,Nm,hurleuse,0,0,True,True
Hurois,Nm,Huroise,0,1,True,True
huron,Nm,huronne,0,0,True,True
Hurtièrois,Nm,Hurtièroise,0,1,True,True
Hurtigheimois,Nm,Hurtigheimoise,0,1,True,True
Hurugeois,Nm,Hurugeoise,0,1,True,True
hussard,Nm,hussarde,0,0,True,True
Husseignien,Nm,Husseignienne,0,1,True,True
Husserenois,Nm,Husserenoise,0,1,True,True
Hussingeois,Nm,Hussingeoise,0,1,True,True
Huttendorfois,Nm,Huttendorfoise,0,1,True,True
Huttenheimois,Nm,Huttenheimoise,0,1,True,True
huysmansien,Nm,huysmansienne,0,0,True,True
Hydois,Nm,Hydoise,0,1,True,True
hydraulicien,Nm,hydraulicienne,0,0,True,True
hydrodynamicien,Nm,hydrodynamicienne,0,0,True,True
hydroélectricien,Nm,hydroélectricienne,0,0,True,True
hydrophobe,Nm,hydrophobe,1,0,True,True
Hyenvillais,Nm,Hyenvillaise,0,1,True,True
Hyérois,Nm,Hyéroise,0,1,True,True
hygiéniste,Nm,hygiéniste,1,0,True,True
Hymontais,Nm,Hymontaise,0,1,True,True
Hyonnais,Nm,Hyonnaise,0,1,True,True
hyperactif,Nm,hyperactive,0,0,True,True
hyperréaliste,Nm,hyperréaliste,1,0,True,True
hypersensitif,Nm,hypersensitive,0,0,True,True
hypnotiseur,Nm,hypnotiseuse,0,0,True,True
hypnotiste,Nm,hypnotiste,1,0,True,True
iatrophobe,Nm,iatrophobe,1,0,True,True
ibériste,Nm,ibériste,1,0,True,True
Icarien,Nm,Icarienne,0,1,True,True
icarien,Nm,icarienne,0,0,True,True
Ichichois,Nm,Ichichoise,0,1,True,True
ichthyologiste,Nm,ichthyologiste,1,0,True,True
Ichtratzheimois,Nm,Ichtratzheimoise,0,1,True,True
ichtyologiste,Nm,ichtyologiste,1,0,True,True
Iconien,Nm,Iconienne,0,1,True,True
idéalisateur,Nm,idéalisatrice,0,0,True,True
idéaliste,Nm,idéaliste,1,0,True,True
idéologiste,Nm,idéologiste,1,0,True,True
Idronnais,Nm,Idronnaise,0,1,True,True
Iffendicois,Nm,Iffendicoise,0,1,True,True
Ifois,Nm,Ifoise,0,1,True,True
igasurine,Nm,igasurine,1,0,False,True
Ignacien,Nm,Ignacienne,0,1,True,True
ignacien,Nm,ignacienne,0,0,True,True
Ignaucourtois,Nm,Ignaucourtoise,0,1,True,True
Ignémontain,Nm,Ignémontaine,0,1,True,True
Ignissois,Nm,Ignissoise,0,1,True,True
ignorant,Nm,ignorante,0,0,True,True
