nm	nf	epicene	proper_noun	catégorie
rioteur	rioteuse	0.0	0.0	Nm
ripailleur	ripailleuse	0.0	0.0	Nm
ripailleux	ripailleuse	0.0	0.0	Nm
ripeur	ripeuse	0.0	0.0	Nm
riposteur	riposteuse	0.0	0.0	Nm
risqueur	risqueuse	0.0	0.0	Nm
ritualiste	ritualiste	1.0	0.0	Nm
rival	rivale	0.0	0.0	Nm
riverain	riveraine	0.0	0.0	Nm
riziculteur	rizicultrice	0.0	0.0	Nm
robin	robine	0.0	0.0	Nm
robineux	robineuse	0.0	0.0	Nm
roboticien	roboticienne	0.0	0.0	Nm
rochassier	rochassière	0.0	0.0	Nm
rococo	rococo	1.0	0.0	Nm
rôdeur	rôdeuse	0.0	0.0	Nm
rogneur	rogneuse	0.0	0.0	Nm
roi	reine	0.0	0.0	Nm
rôliste	rôliste	1.0	0.0	Nm
romain	romaine	0.0	0.0	Nm
romancier	romancière	0.0	0.0	Nm
romanichel	romanichelle	0.0	0.0	Nm
romaniste	romaniste	1.0	0.0	Nm
romanophone	romanophone	1.0	0.0	Nm
romantique	romantique	1.0	0.0	Nm
rombier	rombière	0.0	0.0	Nm
rompeur	rompeuse	0.0	0.0	Nm
ronchon	ronchonne	0.0	0.0	Nm
ronchonneur	ronchonneuse	0.0	0.0	Nm
rond	ronde	0.0	0.0	Nm
ronéotypiste	ronéotypiste	1.0	0.0	Nm
ronfleur	ronfleuse	0.0	0.0	Nm
rose	rose	1.0	0.0	Nm
rosier	rosière	0.0	0.0	Nm
rossard	rossarde	0.0	0.0	Nm
rossignol	rossignole	0.0	0.0	Nm
roteur	roteuse	0.0	0.0	Nm
rôtisseur	rôtisseuse	0.0	0.0	Nm
roturier	roturière	0.0	0.0	Nm
roublard	roublarde	0.0	0.0	Nm
roué	rouée	0.0	0.0	Nm
rouergat	rouergate	0.0	0.0	Nm
rougeaud	rougeaude	0.0	0.0	Nm
rougeoleux	rougeoleuse	0.0	0.0	Nm
rouisseur	rouisseuse	0.0	0.0	Nm
roulé	roulée	0.0	0.0	Nm
rouleur	rouleuse	0.0	0.0	Nm
rouliplanchiste	rouliplanchiste	1.0	0.0	Nm
roulottier	roulottière	0.0	0.0	Nm
roumain	roumaine	0.0	0.0	Nm
roumanophone	roumanophone	1.0	0.0	Nm
roupilleur	roupilleuse	0.0	0.0	Nm
rouquin	rouquine	0.0	0.0	Nm
rouscailleur	rouscailleuse	0.0	0.0	Nm
rouspéteur	rouspéteuse	0.0	0.0	Nm
rousseau	rousseaute	0.0	0.0	Nm
roussiot	roussiotte	0.0	0.0	Nm
roussot	roussotte	0.0	0.0	Nm
routard	routarde	0.0	0.0	Nm
routier	routière	0.0	0.0	Nm
routinier	routinière	0.0	0.0	Nm
roux	rousse	0.0	0.0	Nm
royaliste	royaliste	1.0	0.0	Nm
rubanier	rubanière	0.0	0.0	Nm
rubicond	rubiconde	0.0	0.0	Nm
rural	rurale	0.0	0.0	Nm
rusé	rusée	0.0	0.0	Nm
Russe	Russe	1.0	1.0	Nm
russe	russe	1.0	0.0	Nm
russien	russienne	0.0	0.0	Nm
russophile	russophile	1.0	0.0	Nm
russophobe	russophobe	1.0	0.0	Nm
russophone	russophone	1.0	0.0	Nm
rustre	rustre	1.0	0.0	Nm
ruthène	ruthène	1.0	0.0	Nm
ruthénophone	ruthénophone	1.0	0.0	Nm
rythmologue	rythmologue	1.0	0.0	Nm
sabéen	sabéenne	0.0	0.0	Nm
Sabin	Sabine	0.0	1.0	Nm
sabin	sabine	0.0	0.0	Nm
sableur	sableuse	0.0	0.0	Nm
saboteur	saboteuse	0.0	0.0	Nm
sabotier	sabotière	0.0	0.0	Nm
sabreur	sabreuse	0.0	0.0	Nm
saccageur	saccageuse	0.0	0.0	Nm
sacrifié	sacrifiée	0.0	0.0	Nm
sacristain	sacristaine|sacristine	0.0	0.0	Nm
sadique	sadique	1.0	0.0	Nm
sadomasochiste	sadomasochiste	1.0	0.0	Nm
safranier	safranière	0.0	0.0	Nm
sage	sage	1.0	0.0	Nm
sage-homme	sage-femme	0.0	0.0	Nm
Sagittaire	Sagittaire	1.0	1.0	Nm
sagittaire	sagittaire	1.0	0.0	Nm
sagouin	sagouine	0.0	0.0	Nm
saharien	saharienne	0.0	0.0	Nm
saigneur	saigneuse	0.0	0.0	Nm
saint	sainte	0.0	0.0	Nm
Saint-Gillois	Saint-Gilloise	0.0	1.0	Nm
saint-simonien	saint-simonienne	0.0	0.0	Nm
saintongeais	saintongeaise	0.0	0.0	Nm
saisonnier	saisonnière	0.0	0.0	Nm
saladier	saladière	0.0	0.0	Nm
salaisonnier	salaisonnière	0.0	0.0	Nm
salarié	salariée	0.0	0.0	Nm
salaud	salaude	0.0	0.0	Nm
sale	sale	1.0	0.0	Nm
salésien	salésienne	0.0	0.0	Nm
saleur	saleuse	0.0	0.0	Nm
salien	salienne	0.0	0.0	Nm
saligaud	saligaude	0.0	0.0	Nm
salinier	salinière	0.0	0.0	Nm
salisseur	salisseuse	0.0	0.0	Nm
salivaire	salivaire	1.0	0.0	Nm
salonnard	salonnarde	0.0	0.0	Nm
salonnier	salonnière	0.0	0.0	Nm
salope	salope	1.0	0.0	Nm
salpêtrier	salpêtrière	0.0	0.0	Nm
salueur	salueuse	0.0	0.0	Nm
samaritain	samaritaine	0.0	0.0	Nm
sanctificateur	sanctificatrice	0.0	0.0	Nm
sandalier	sandalière	0.0	0.0	Nm
sanglier	laie|sanglière	0.0	0.0	Nm
sangloteur	sangloteuse	0.0	0.0	Nm
sans-abri	sans-abri	1.0	0.0	Nm
sans-cœur	sans-cœur	1.0	0.0	Nm
sans-dent	sans-dent	1.0	0.0	Nm
sans-emploi	sans-emploi	1.0	0.0	Nm
sans-gêne	sans-gêne	1.0	0.0	Nm
sans-le-sou	sans-le-sou	1.0	0.0	Nm
sans-logis	sans-logis	1.0	0.0	Nm
sans-papiers	sans-papiers	1.0	0.0	Nm
sans-souci	sans-souci	1.0	0.0	Nm
sans-travail	sans-travail	1.0	0.0	Nm
sanskritisant	sanskritisante	0.0	0.0	Nm
sapeur-pompier	sapeuse-pompière	0.0	0.0	Nm
sapiteur	sapiteuse	0.0	0.0	Nm
sarcleur	sarcleuse	0.0	0.0	Nm
sarcophage	sarcophage	1.0	0.0	Nm
sarde	sarde	1.0	0.0	Nm
sardinier	sardinière	0.0	0.0	Nm
sarrasin	sarrasine	0.0	0.0	Nm
sataniste	sataniste	1.0	0.0	Nm
satirique	satirique	1.0	0.0	Nm
satisfait	satisfaite	0.0	0.0	Nm
saturnien	saturnienne	0.0	0.0	Nm
satyre	satyresse	0.0	0.0	Nm
saucier	saucière	0.0	0.0	Nm
saunier	saunière	0.0	0.0	Nm
sauteur	sauteuse	0.0	0.0	Nm
sauvage	sauvagesse	0.0	0.0	Nm
sauveteur	sauveteuse	0.0	0.0	Nm
sauveur	sauveuse	0.0	0.0	Nm
savant	savante	0.0	0.0	Nm
savetier	savetière	0.0	0.0	Nm
savonnier	savonnière	0.0	0.0	Nm
savoyard	savoyarde	0.0	0.0	Nm
saxon	saxonne	0.0	0.0	Nm
saxophoniste	saxophoniste	1.0	0.0	Nm
Scandinave	Scandinave	1.0	1.0	Nm
scandinave	scandinave	1.0	0.0	Nm
scatophile	scatophile	1.0	0.0	Nm
scélérat	scélérate	0.0	0.0	Nm
scénariste	scénariste	1.0	0.0	Nm
scénographe	scénographe	1.0	0.0	Nm
sceptique	sceptique	1.0	0.0	Nm
schizoïde	schizoïde	1.0	0.0	Nm
schizophrène	schizophrène	1.0	0.0	Nm
schizophrénique	schizophrénique	1.0	0.0	Nm
schnock	schnock	1.0	0.0	Nm
schtroumpfophile	schtroumpfophile	1.0	0.0	Nm
schtroumpfophobe	schtroumpfophobe	1.0	0.0	Nm
scientifique	scientifique	1.0	0.0	Nm
sciomancien	sciomancienne	0.0	0.0	Nm
scissionnaire	scissionnaire	1.0	0.0	Nm
scolastique	scolastique	1.0	0.0	Nm
scoliotique	scoliotique	1.0	0.0	Nm
scootériste	scootériste	1.0	0.0	Nm
Scorpion	Scorpion	1.0	1.0	Nm
scout	scoute	0.0	0.0	Nm
scrabbleur	scrabbleuse	0.0	0.0	Nm
scrappeur	scrappeuse	0.0	0.0	Nm
scribouilleur	scribouilleuse	0.0	0.0	Nm
script	scripte	0.0	0.0	Nm
scripte	scripte	1.0	0.0	Nm
scripteur	scripteur	1.0	0.0	Nm
scrofuleux	scrofuleuse	0.0	0.0	Nm
scrutateur	scrutatrice	0.0	0.0	Nm
sculpteur	sculptrice|sculpteure|sculpteuse	0.0	0.0	Nm
sécessionniste	sécessionniste	1.0	0.0	Nm
second	seconde	0.0	0.0	Nm
sécot	sécote	0.0	0.0	Nm
secoureur	secoureuse	0.0	0.0	Nm
secouriste	secouriste	1.0	0.0	Nm
secrétaire	secrétaire	1.0	0.0	Nm
sectateur	sectatrice	0.0	0.0	Nm
sédentaire	sédentaire	1.0	0.0	Nm
sédévacantiste	sédévacantiste	1.0	0.0	Nm
séditieux	séditieuse	0.0	0.0	Nm
séducteur	séductrice|séducteuse	0.0	0.0	Nm
ségrayer	ségrayère	0.0	0.0	Nm
ségrégationniste	ségrégationniste	1.0	0.0	Nm
séide	séide	1.0	0.0	Nm
sélectionneur	sélectionneuse	0.0	0.0	Nm
self-made-man	self-made-woman	0.0	0.0	Nm
sellier	sellière	0.0	0.0	Nm
sémaphoriste	sémaphoriste	1.0	0.0	Nm
semblable	semblable	1.0	0.0	Nm
semeur	semeuse	0.0	0.0	Nm
sémiologue	sémiologue	1.0	0.0	Nm
sémioticien	sémioticienne	0.0	0.0	Nm
sémite	sémite	1.0	0.0	Nm
sémitisant	sémitisante	0.0	0.0	Nm
semoulier	semoulière	0.0	0.0	Nm
sénateur	sénatrice	0.0	0.0	Nm
sénégalais	sénégalaise	0.0	0.0	Nm
senior	senior	1.0	0.0	Nm
seniornaute	seniornaute	1.0	0.0	Nm
sensualiste	sensualiste	1.0	0.0	Nm
sentencieux	sentencieuse	0.0	0.0	Nm
séparatiste	séparatiste	1.0	0.0	Nm
septentrional	septentrionale	0.0	0.0	Nm
septuagénaire	septuagénaire	1.0	0.0	Nm
Serbe	Serbe	1.0	1.0	Nm
serbe	serbe	1.0	0.0	Nm
serbophone	serbophone	1.0	0.0	Nm
serf	serve	0.0	0.0	Nm
sergent	sergente	0.0	0.0	Nm
sériciculteur	séricicultrice	0.0	0.0	Nm
sérigraphiste	sérigraphiste	1.0	0.0	Nm
serin	serine	0.0	0.0	Nm
sermonneur	sermonneuse	0.0	0.0	Nm
séropositif	séropositive	0.0	0.0	Nm
Serpent	Serpent	1.0	1.0	Nm
serrurier	serrurière	0.0	0.0	Nm
servant	servante	0.0	0.0	Nm
serveur	serveuse	0.0	0.0	Nm
serviteur	servante	0.0	0.0	Nm
sex-symbol	sex-symbol	1.0	0.0	Nm
sexagénaire	sexagénaire	1.0	0.0	Nm
sexiste	sexiste	1.0	0.0	Nm
sexologue	sexologue	1.0	0.0	Nm
sexomane	sexomane	1.0	0.0	Nm
sexsomniaque	sexsomniaque	1.0	0.0	Nm
sextuplé	sextuplée	0.0	0.0	Nm
shampooineur	shampooineuse	0.0	0.0	Nm
shooteur	shooteuse	0.0	0.0	Nm
siamois	siamoise	0.0	0.0	Nm
sibérien	sibérienne	0.0	0.0	Nm
sicilien	sicilienne	0.0	0.0	Nm
sidaïque	sidaïque	1.0	0.0	Nm
sidatique	sidatique	1.0	0.0	Nm
sidéen	sidéenne	0.0	0.0	Nm
sidérurgiste	sidérurgiste	1.0	0.0	Nm
siennois	siennoise	0.0	0.0	Nm
siffleur	siffleuse	0.0	0.0	Nm
signataire	signataire	1.0	0.0	Nm
sikh	sikhe	0.0	0.0	Nm
simoniaque	simoniaque	1.0	0.0	Nm
simulateur	simulatrice|simulateuse	0.0	0.0	Nm
sinécuriste	sinécuriste	1.0	0.0	Nm
singe	guenon	0.0	0.0	Nm
singeur	singeuse	0.0	0.0	Nm
sinistré	sinistrée	0.0	0.0	Nm
sinoc	sinoc	1.0	0.0	Nm
sinologue	sinologue	1.0	0.0	Nm
sinophile	sinophile	1.0	0.0	Nm
sinophobe	sinophobe	1.0	0.0	Nm
sinoque	sinoque	1.0	0.0	Nm
sioniste	sioniste	1.0	0.0	Nm
siroteur	siroteuse	0.0	0.0	Nm
sismologue	sismologue	1.0	0.0	Nm
sismotectonicien	sismotectonicienne	0.0	0.0	Nm
situationniste	situationniste	1.0	0.0	Nm
skateur	skateuse	0.0	0.0	Nm
skieur	skieuse	0.0	0.0	Nm
skinhead	skinhead	1.0	0.0	Nm
skinner	skinneuse	0.0	0.0	Nm
skinneur	skinneuse	0.0	0.0	Nm
slalomeur	slalomeuse	0.0	0.0	Nm
slammeur	slammeuse	0.0	0.0	Nm
slave	slave	1.0	0.0	Nm
slavisant	slavisante	0.0	0.0	Nm
slaviste	slaviste	1.0	0.0	Nm
slavon	slavonne	0.0	0.0	Nm
slavophile	slavophile	1.0	0.0	Nm
slovaque	slovaque	1.0	0.0	Nm
slovène	slovène	1.0	0.0	Nm
smicard	smicarde	0.0	0.0	Nm
smigard	smigarde	0.0	0.0	Nm
snob	snob	1.0	0.0	Nm
snobard	snobarde	0.0	0.0	Nm
snoraud	snoraude	0.0	0.0	Nm
snowboardeur	snowboardeuse	0.0	0.0	Nm
socialiste	socialiste	1.0	0.0	Nm
sociétaire	sociétaire	1.0	0.0	Nm
sociologiste	sociologiste	1.0	0.0	Nm
sociologue	sociologue	1.0	0.0	Nm
sodomite	sodomite	1.0	0.0	Nm
soiffard	soiffarde	0.0	0.0	Nm
soigneur	soigneuse	0.0	0.0	Nm
soixante-huitard	soixante-huitarde	0.0	0.0	Nm
soixantenaire	soixantenaire	1.0	0.0	Nm
solarien	solarienne	0.0	0.0	Nm
soldat	soldate	0.0	0.0	Nm
solfégiste	solfégiste	1.0	0.0	Nm
solidariste	solidariste	1.0	0.0	Nm
soliste	soliste	1.0	0.0	Nm
solitaire	solitaire	1.0	0.0	Nm
solliciteur	solliciteuse	0.0	0.0	Nm
somali	somalie	0.0	0.0	Nm
sommelier	sommelière	0.0	0.0	Nm
somnambule	somnambule	1.0	0.0	Nm
sondeur	sondeuse	0.0	0.0	Nm
songeur	songeuse	0.0	0.0	Nm
soninképhone	soninképhone	1.0	0.0	Nm
sonneur	sonneuse	0.0	0.0	Nm
sophistiqueur	sophistiqueuse	0.0	0.0	Nm
soprano	soprano	1.0	0.0	Nm
sorboniste	sorboniste	1.0	0.0	Nm
sorcier	sorcière	0.0	0.0	Nm
sororicide	sororicide	1.0	0.0	Nm
sot	sotte|sote	0.0	0.0	Nm
sotériologue	sotériologue	1.0	0.0	Nm
soudanais	soudanaise	0.0	0.0	Nm
soudeur	soudeuse	0.0	0.0	Nm
souffleteur	souffleteuse	0.0	0.0	Nm
souffleur	souffleuse	0.0	0.0	Nm
souillard	souillarde	0.0	0.0	Nm
souillon	souillon	1.0	0.0	Nm
soulard	soularde	0.0	0.0	Nm
soûlard	soûlarde	0.0	0.0	Nm
soûlaud	soûlaude	0.0	0.0	Nm
souligneur	souligneuse	0.0	0.0	Nm
soûlographe	soûlographe	1.0	0.0	Nm
soûlon	soûlonne	0.0	0.0	Nm
soumissionnaire	soumissionnaire	1.0	0.0	Nm
soupeur	soupeuse	0.0	0.0	Nm
soupier	soupière	0.0	0.0	Nm
sourcier	sourcière	0.0	0.0	Nm
sourd	sourde	0.0	0.0	Nm
sourdingue	sourdingue	1.0	0.0	Nm
sous-aide	sous-aide	1.0	0.0	Nm
sous-chien	sous-chienne	0.0	0.0	Nm
sous-développé	sous-développée	0.0	0.0	Nm
sous-directeur	sous-directrice	0.0	0.0	Nm
sous-locataire	sous-locataire	1.0	0.0	Nm
sous-maître	sous-maîtresse	0.0	0.0	Nm
sous-préfet	sous-préfète	0.0	0.0	Nm
sous-prolétaire	sous-prolétaire	1.0	0.0	Nm
souscripteur	souscriptrice	0.0	0.0	Nm
soussigné	soussignée	0.0	0.0	Nm
souteneur	souteneuse	0.0	0.0	Nm
souverain	souveraine	0.0	0.0	Nm
soviétique	soviétique	1.0	0.0	Nm
spartiate	spartiate	1.0	0.0	Nm
spasmophile	spasmophile	1.0	0.0	Nm
speaker	speakerine	0.0	0.0	Nm
spécialiste	spécialiste	1.0	0.0	Nm
spectateur	spectatrice	0.0	0.0	Nm
spéculateur	spéculatrice|spéculateuse	0.0	0.0	Nm
spéculatif	spéculative	0.0	0.0	Nm
spéléologue	spéléologue	1.0	0.0	Nm
spermophile	spermophile	1.0	0.0	Nm
spirite	spirite	1.0	0.0	Nm
spiritualiste	spiritualiste	1.0	0.0	Nm
spoliateur	spoliatrice	0.0	0.0	Nm
spongiculteur	spongicultrice	0.0	0.0	Nm
sportif	sportive	0.0	0.0	Nm
sportulaire	sportulaire	1.0	0.0	Nm
sprinteur	sprinteuse	0.0	0.0	Nm
squatter	squatteuse	0.0	0.0	Nm
squatteur	squatteuse	0.0	0.0	Nm
staffeur	staffeuse	0.0	0.0	Nm
stagiaire	stagiaire	1.0	0.0	Nm
stagneur	stagneuse	0.0	0.0	Nm
standardiste	standardiste	1.0	0.0	Nm
statisticien	statisticienne	0.0	0.0	Nm
statutaire	statutaire	1.0	0.0	Nm
stégophile	stégophile	1.0	0.0	Nm
stellionataire	stellionataire	1.0	0.0	Nm
stenciliste	stenciliste	1.0	0.0	Nm
sténographe	sténographe	1.0	0.0	Nm
sténotypiste	sténotypiste	1.0	0.0	Nm
steward	stewardesse|stewardess	0.0	0.0	Nm
stipendiaire	stipendiaire	1.0	0.0	Nm
stipendié	stipendiée	0.0	0.0	Nm
stoïcien	stoïcienne	0.0	0.0	Nm
stomisé	stomisée	0.0	0.0	Nm
stoppeur	stoppeuse	0.0	0.0	Nm
storiste	storiste	1.0	0.0	Nm
strasbourgeois	strasbourgeoise	0.0	0.0	Nm
styliste	styliste	1.0	0.0	Nm
subalterne	subalterne	1.0	0.0	Nm
suborneur	suborneuse	0.0	0.0	Nm
substitut	substitute	0.0	0.0	Nm
subversif	subversive	0.0	0.0	Nm
successeur	successeure|successeuse	0.0	0.0	Nm
suceur	suceuse	0.0	0.0	Nm
sudiste	sudiste	1.0	0.0	Nm
suédois	suédoise	0.0	0.0	Nm
suffisant	suffisante	0.0	0.0	Nm
suffragant	suffragante	0.0	0.0	Nm
suicidaire	suicidaire	1.0	0.0	Nm
suicidé	suicidée	0.0	0.0	Nm
suivant	suivante	0.0	0.0	Nm
suiveur	suiveuse	0.0	0.0	Nm
suiveux	suiveuse	0.0	0.0	Nm
sujet	sujette	0.0	0.0	Nm
sulfateur	sulfateuse	0.0	0.0	Nm
sultan	sultane	0.0	0.0	Nm
super-héros	super-héroïne	0.0	0.0	Nm
super-vilain	super-vilaine	0.0	0.0	Nm
supercentenaire	supercentenaire	1.0	0.0	Nm
superhéros	superhéroïne	0.0	0.0	Nm
supérieur	supérieure	0.0	0.0	Nm
supernaturaliste	supernaturaliste	1.0	0.0	Nm
superstitieux	superstitieuse	0.0	0.0	Nm
superviseur	superviseuse	0.0	0.0	Nm
supplantateur	supplantatrice	0.0	0.0	Nm
suppléant	suppléante	0.0	0.0	Nm
supplicié	suppliciée	0.0	0.0	Nm
supportaire	supportaire	1.0	0.0	Nm
supporter	supportrice	0.0	0.0	Nm
supporteur	supportrice	0.0	0.0	Nm
suppressionniste	suppressionniste	1.0	0.0	Nm
surdoué	surdouée	0.0	0.0	Nm
surenchérisseur	surenchérisseuse	0.0	0.0	Nm
surfeur	surfeuse	0.0	0.0	Nm
surhomme	superfemme|surfemme	0.0	0.0	Nm
surintendant	surintendante	0.0	0.0	Nm
surirradié	surirradiée	0.0	0.0	Nm
surnaturaliste	surnaturaliste	1.0	0.0	Nm
surnuméraire	surnuméraire	1.0	0.0	Nm
surpontin	surpontine	0.0	0.0	Nm
surréaliste	surréaliste	1.0	0.0	Nm
sursitaire	sursitaire	1.0	0.0	Nm
surveillant	surveillante	0.0	0.0	Nm
survenant	survenante	0.0	0.0	Nm
survivant	survivante	0.0	0.0	Nm
suscitateur	suscitatrice	0.0	0.0	Nm
suspect	suspecte	0.0	0.0	Nm
suzerain	suzeraine	0.0	0.0	Nm
Swahili	Swahilie	0.0	1.0	Nm
swahiliphone	swahiliphone	1.0	0.0	Nm
sybarite	sybarite	1.0	0.0	Nm
Syldave	Syldave	1.0	1.0	Nm
sylphe	sylphide	0.0	0.0	Nm
sylviculteur	sylvicultrice	0.0	0.0	Nm
sympathisant	sympathisante	0.0	0.0	Nm
syndic	syndique	0.0	0.0	Nm
syndicaliste	syndicaliste	1.0	0.0	Nm
syndicataire	syndicataire	1.0	0.0	Nm
syndiqué	syndiquée	0.0	0.0	Nm
synergologue	synergologue	1.0	0.0	Nm
syrien	syrienne	0.0	0.0	Nm
systématique	systématique	1.0	0.0	Nm
systémicien	systémicienne	0.0	0.0	Nm
tabacologue	tabacologue	1.0	0.0	Nm
tabaculteur	tabacultrice	0.0	0.0	Nm
tabarnak	tabarnak	1.0	0.0	Nm
tabatier	tabatière	0.0	0.0	Nm
tabétique	tabétique	1.0	0.0	Nm
tabletier	tabletière	0.0	0.0	Nm
tâcheron	tâcheronne	0.0	0.0	Nm
tacticien	tacticienne	0.0	0.0	Nm
taekwondoïste	taekwondoïste	1.0	0.0	Nm
tagueur	tagueuse	0.0	0.0	Nm
tailleur	tailleuse	0.0	0.0	Nm
taiseux	taiseuse	0.0	0.0	Nm
Taïwanais	Taïwanaise	0.0	1.0	Nm
talonneur	talonneuse	0.0	0.0	Nm
tamashekophone	tamashekophone	1.0	0.0	Nm
tamisier	tamisière	0.0	0.0	Nm
tamoul	tamoule	0.0	0.0	Nm
tamoulophone	tamoulophone	1.0	0.0	Nm
tamponneur	tamponneuse	0.0	0.0	Nm
tanagra	tanagra	1.0	0.0	Nm
tanneur	tanneuse	0.0	0.0	Nm
Tanzanien	Tanzanienne	0.0	1.0	Nm
tapageur	tapageuse	0.0	0.0	Nm
tapeur	tapeuse	0.0	0.0	Nm
taphonomiste	taphonomiste	1.0	0.0	Nm
tapinois	tapinoise	0.0	0.0	Nm
tapissier	tapissière	0.0	0.0	Nm
tapoteur	tapoteuse	0.0	0.0	Nm
taquin	taquine	0.0	0.0	Nm
taquineur	taquineuse	0.0	0.0	Nm
Tarasque	Tarasque	1.0	1.0	Nm
tarasque	tarasque	1.0	0.0	Nm
tarbais	tarbaise	0.0	0.0	Nm
tata	tata	1.0	0.0	Nm
tâteur	tâteuse	0.0	0.0	Nm
tâtonneur	tâtonneuse	0.0	0.0	Nm
tatoueur	tatoueuse	0.0	0.0	Nm
taulard	taularde	0.0	0.0	Nm
taupier	taupière	0.0	0.0	Nm
Taureau	Taureau	1.0	1.0	Nm
taureau	vache	0.0	0.0	Nm
tautologue	tautologue	1.0	0.0	Nm
tavernier	tavernière	0.0	0.0	Nm
taxateur	taxatrice	0.0	0.0	Nm
taxeur	taxeuse	0.0	0.0	Nm
taxonomiste	taxonomiste	1.0	0.0	Nm
tchadien	tchadienne	0.0	0.0	Nm
tchatcheur	tchatcheuse	0.0	0.0	Nm
Tchéco-slovaque	Tchéco-slovaque	1.0	1.0	Nm
tchécoslovaque	tchécoslovaque	1.0	0.0	Nm
tchèque	tchèque	1.0	0.0	Nm
tcherkesse	tcherkesse	1.0	0.0	Nm
Tchétchène	Tchétchène	1.0	1.0	Nm
technicien	technicienne	0.0	0.0	Nm
technologiste	technologiste	1.0	0.0	Nm
technologue	technologue	1.0	0.0	Nm
technophile	technophile	1.0	0.0	Nm
tectonicien	tectonicienne	0.0	0.0	Nm
teigneux	teigneuse	0.0	0.0	Nm
teint	teinte	0.0	0.0	Nm
teinturier	teinturière	0.0	0.0	Nm
téléchargeur	téléchargeuse	0.0	0.0	Nm
téléconseiller	téléconseillère	0.0	0.0	Nm
téléconsultant	téléconsultante	0.0	0.0	Nm
télégraphiste	télégraphiste	1.0	0.0	Nm
télémaniaque	télémaniaque	1.0	0.0	Nm
télénaute	télénaute	1.0	0.0	Nm
téléopérateur	téléopératrice|téléopérateuse	0.0	0.0	Nm
télépathe	télépathe	1.0	0.0	Nm
téléphobe	téléphobe	1.0	0.0	Nm
téléphoneur	téléphoneuse	0.0	0.0	Nm
téléphoniste	téléphoniste	1.0	0.0	Nm
téléspectateur	téléspectatrice	0.0	0.0	Nm
télésurveilleur	télésurveilleuse	0.0	0.0	Nm
télévore	télévore	1.0	0.0	Nm
télexiste	télexiste	1.0	0.0	Nm
téméraire	téméraire	1.0	0.0	Nm
templier	templière	0.0	0.0	Nm
temporisateur	temporisatrice	0.0	0.0	Nm
tenailleur	tenailleuse	0.0	0.0	Nm
tenancier	tenancière	0.0	0.0	Nm
tenant	tenante	0.0	0.0	Nm
tendeur	tendeuse	0.0	0.0	Nm
teneur	teneuse	0.0	0.0	Nm
tentateur	tentatrice|tentateuse	0.0	0.0	Nm
terrassier	terrassière	0.0	0.0	Nm
terre-neuvien	terre-neuvienne	0.0	0.0	Nm
terrien	terrienne	0.0	0.0	Nm
terroriste	terroriste	1.0	0.0	Nm
tertiaire	tertiaire	1.0	0.0	Nm
testeur	testeuse	0.0	0.0	Nm
téteur	téteuse	0.0	0.0	Nm
tétraplégique	tétraplégique	1.0	0.0	Nm
têtu	têtue	0.0	0.0	Nm
teufeur	teufeuse	0.0	0.0	Nm
textualiste	textualiste	1.0	0.0	Nm
thaï	thaïe	0.0	0.0	Nm
thaïlandais	thaïlandaise	0.0	0.0	Nm
thanatophile	thanatophile	1.0	0.0	Nm
thanatopracteur	thanatopractrice|thanatopracteuse	0.0	0.0	Nm
thaumaturge	thaumaturge	1.0	0.0	Nm
théâtreux	théâtreuse	0.0	0.0	Nm
théiste	théiste	1.0	0.0	Nm
thélémite	thélémite	1.0	0.0	Nm
théologien	théologienne	0.0	0.0	Nm
théoricien	théoricienne	0.0	0.0	Nm
théréministe	théréministe	1.0	0.0	Nm
thérianthrope	thérianthrope	1.0	0.0	Nm
thermaliste	thermaliste	1.0	0.0	Nm
thermidorien	thermidorienne	0.0	0.0	Nm
thésard	thésarde	0.0	0.0	Nm
thésauriseur	thésauriseuse	0.0	0.0	Nm
thessalien	thessalienne	0.0	0.0	Nm
thrace	thrace	1.0	0.0	Nm
thuringien	thuringienne	0.0	0.0	Nm
tibétain	tibétaine	0.0	0.0	Nm
tiède	tiède	1.0	0.0	Nm
tiers-mondiste	tiers-mondiste	1.0	0.0	Nm
tigiste	tigiste	1.0	0.0	Nm
tigre	tigresse	0.0	0.0	Nm
timbreur	timbreuse	0.0	0.0	Nm
timide	timide	1.0	0.0	Nm
timonier	timonière	0.0	0.0	Nm
tiqueur	tiqueuse	0.0	0.0	Nm
tireur	tireuse	0.0	0.0	Nm
tisanier	tisanière	0.0	0.0	Nm
tisserand	tisserande	0.0	0.0	Nm
tisseur	tisseuse	0.0	0.0	Nm
titreur	titreuse	0.0	0.0	Nm
titulaire	titulaire	1.0	0.0	Nm
tocard	tocarde	0.0	0.0	Nm
tocson	tocsonne	0.0	0.0	Nm
toiletteur	toiletteuse	0.0	0.0	Nm
toilier	toilière	0.0	0.0	Nm
toiliste	toiliste	1.0	0.0	Nm
tôlard	tôlarde	0.0	0.0	Nm
tombé	tombée	0.0	0.0	Nm
tombeur	tombeuse	0.0	0.0	Nm
tondeur	tondeuse	0.0	0.0	Nm
tondu	tondue	0.0	0.0	Nm
tonnelier	tonnelière	0.0	0.0	Nm
tontinier	tontinière	0.0	0.0	Nm
topinambou	topinamboue	0.0	0.0	Nm
topographe	topographe	1.0	0.0	Nm
topologue	topologue	1.0	0.0	Nm
toqué	toquée	0.0	0.0	Nm
tordu	tordue	0.0	0.0	Nm
torréfacteur	torréfactrice	0.0	0.0	Nm
